City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,fort nelson,58.8053,-122.7002,-5.23,85,100,2.57,CA,1680326241
1,fort frances,48.5999,-93.4003,-3.24,43,0,4.12,CA,1680325979
2,bambanglipuro,-7.95,110.2833,29.21,69,93,4.4,ID,1680326241
3,baykit,61.67,96.37,-9.63,75,54,1.49,RU,1680326241
4,ushuaia,-54.8,-68.3,7.81,61,75,2.06,AR,1680326242
5,mahebourg,-20.4081,57.7,28.47,75,10,6.16,MU,1680326242
6,hilo,19.7297,-155.09,23.85,84,100,3.13,US,1680325959
7,leningradskiy,69.3833,178.4167,-13.07,95,100,1.71,RU,1680326242
8,pimentel,-6.8367,-79.9342,27.16,78,0,2.06,PE,1680326242
9,barrow,71.2906,-156.7887,-15.99,92,100,1.54,US,1680326238
10,kutum,14.2,24.6667,16.19,18,100,5.17,SD,1680326242
11,acarau,-2.8856,-40.12,24.26,86,98,2.9,BR,1680326242
12,avarua,-21.2078,-159.775,26.03,94,40,2.06,CK,1680326242
13,oktyabrskoye,43.0645,44.7417,3.08,86,75,1.0,RU,1680326243
14,busselton,-33.65,115.3333,24.35,52,30,3.3,AU,1680326156
15,bilma,18.6853,12.9164,20.09,10,47,6.33,NE,1680326243
16,bathsheba,13.2167,-59.5167,25.34,83,40,7.72,BB,1680326243
17,mogadishu,2.0371,45.3438,28.07,68,54,2.47,SO,1680326089
18,saint george,37.1041,-113.5841,10.33,53,0,0.89,US,1680326243
19,wichita falls,33.9137,-98.4934,16.08,31,0,6.17,US,1680326093
20,luderitz,-26.6481,15.1594,14.85,90,0,1.17,NA,1680326243
21,nikolskoye,59.7035,30.7861,-1.06,98,100,3.02,RU,1680326243
22,carlet,39.2333,-0.5167,17.82,54,100,1.79,ES,1680326243
23,humberto de campos,-2.5983,-43.4611,23.64,94,100,1.46,BR,1680326244
24,paamiut,61.994,-49.6678,-6.45,53,88,2.45,GL,1680326244
25,mataura,-46.1927,168.8643,19.9,68,8,0.98,NZ,1680326244
26,serowe,-22.3833,26.7167,15.55,91,2,3.12,BW,1680326244
27,ponta delgada,37.7333,-25.6667,16.4,100,75,3.6,PT,1680326244
28,rikitea,-23.1203,-134.9692,26.68,76,66,4.34,PF,1680326244
29,beira,-19.8436,34.8389,26.05,83,75,1.54,MZ,1680326244
30,fukue,32.6881,128.8419,21.2,40,75,3.6,JP,1680326244
31,port lincoln,-34.7333,135.8667,16.82,52,64,6.0,AU,1680326244
32,kamyshin,50.0983,45.416,5.23,66,16,5.06,RU,1680326245
33,venado tuerto,-33.7456,-61.9688,8.81,51,0,3.36,AR,1680326245
34,cidreira,-30.1811,-50.2056,19.71,67,94,9.07,BR,1680326245
35,butaritari,3.0707,172.7902,27.26,74,100,1.34,KI,1680326245
